,smiles,CircularFingerprint
7303,Clc1nc2ccccc2nc1Cl,[0. 0. 0. ... 0. 0. 0.]
7304,CC(=O)OCc1ccc(C)cc1,[0. 0. 0. ... 0. 0. 0.]
7305,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],[0. 1. 0. ... 0. 0. 0.]
7306,CC(=O)Nc1cccc(N=Nc2ccc(N(C)C)cc2)c1,[0. 0. 0. ... 0. 0. 0.]
7307,CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
7308,CN(C)C(=O)Oc1ccccc1C1SCCS1,[0. 0. 0. ... 0. 0. 0.]
7309,Cc1ccc(N=c2sccn2C)c(C)c1,[0. 0. 0. ... 0. 0. 0.]
7310,C(COCC1CO1)OCC1CO1,[0. 0. 0. ... 0. 0. 0.]
7311,CC(C(N)=O)(c1ccccc1)c1ccc(N)cc1,[0. 0. 0. ... 0. 0. 0.]
7312,CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,[0. 0. 0. ... 0. 0. 0.]
7313,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,[0. 0. 0. ... 0. 0. 0.]
7314,CCN(N=O)C(C)OC,[0. 1. 0. ... 0. 0. 0.]
7315,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,[0. 0. 0. ... 0. 0. 0.]
7316,CCN(COC)N=O,[0. 0. 0. ... 0. 0. 0.]
7317,NNC(=S)NN,[0. 0. 0. ... 0. 0. 0.]
7318,O=c1[nH]oc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
7319,c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,[0. 0. 1. ... 0. 0. 0.]
7320,CCN(CC)C(=O)CC(C)=O,[0. 0. 0. ... 0. 0. 0.]
7321,COC(C)N(C)N=O,[0. 1. 0. ... 0. 0. 0.]
7322,CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
7323,CCc1ccc(OCC=C(C)CCC=C(C)C)cn1,[0. 0. 0. ... 0. 0. 0.]
7324,Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])cc1,[0. 0. 0. ... 0. 0. 0.]
7325,CCC(C)=CCCC(C)=CC#N,[0. 0. 0. ... 0. 0. 0.]
7326,CN=CNc1ccc(Cl)cc1C,[0. 0. 0. ... 0. 0. 0.]
7327,Nc1n[nH]c2ccc(C(F)(F)F)cc12,[0. 0. 0. ... 0. 0. 0.]
7328,Cc1cc(Cl)ccc1NC=O,[0. 0. 0. ... 0. 0. 0.]
7329,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)c1ccncc1,[0. 0. 0. ... 0. 0. 0.]
7330,CCCC(N)(CCC)CCC,[0. 0. 0. ... 0. 0. 0.]
7331,CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,[0. 0. 0. ... 0. 0. 0.]
7332,COP(=S)(OC)Oc1ccc(C#N)c(C)c1,[0. 0. 0. ... 0. 0. 0.]
7333,N#CC(O)c1cccc(Oc2ccccc2)c1,[0. 1. 0. ... 0. 0. 0.]
7334,CCN(CC)CCCNC(=O)C(C)(C)Oc1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
7335,O=c1oc2cc(Cl)ccc2n1CO,[0. 0. 0. ... 0. 0. 0.]
7336,Cc1cc(S(=O)(=O)O)cc(C)c1O,[0. 0. 0. ... 0. 0. 0.]
7337,O=C=Nc1ccccc1C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
7338,Nc1ccc(OC(F)(F)C(F)F)c(N)c1,[0. 1. 0. ... 0. 0. 0.]
7339,CC(=O)OCCN(CCC#N)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7340,CC1=CC(=C2C(=O)c3ccccc3C2=O)C=CN1CCN1CCCCC1,[0. 1. 1. ... 0. 0. 0.]
7341,CCC(=O)c1c(O)cc(O)cc1O,[0. 0. 0. ... 0. 0. 0.]
7342,BrC(Br)c1ccccc1OCC1CO1,[0. 1. 0. ... 0. 0. 0.]
7343,BrCC=Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7344,BrCCCBr,[0. 0. 0. ... 0. 0. 0.]
7345,BrCCCCCCBr,[0. 0. 0. ... 0. 0. 0.]
7346,BrCCCCCCCCBr,[0. 0. 0. ... 0. 0. 0.]
7347,Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,[0. 0. 0. ... 0. 0. 0.]
7348,Brc1ccc(Oc2ccc(Br)cc2)cc1,[0. 0. 0. ... 0. 0. 0.]
7349,Brc1ccc(Oc2ccccc2)cc1,[0. 0. 0. ... 0. 0. 0.]
7350,Brc1ccccc1-c1ccccc1Br,[0. 0. 0. ... 0. 0. 0.]
7351,Brc1cnc2[nH]ccc2c1,[0. 0. 0. ... 0. 0. 0.]
7352,C(CC1CCNCC1)CC1CCNCC1,[0. 0. 0. ... 0. 0. 0.]
7353,C(=Cc1ccccc1)C=NCCCCCCN=CC=Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7354,c1ccc(CCCc2ccncc2)cc1,[0. 0. 0. ... 0. 0. 0.]
7355,c1ccc(CCOC2CCCCC2)cc1,[0. 0. 1. ... 0. 0. 0.]
7356,c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1,[0. 0. 0. ... 0. 0. 0.]
7357,c1ccc(CNCc2ccccc2)cc1,[0. 0. 0. ... 0. 0. 0.]
7358,c1cc[n+](C23CC4CC(CC(C4)C2)C3)cc1,[0. 0. 0. ... 0. 0. 0.]
7359,C1CC(N2CCOCC2)CCN1,[0. 0. 0. ... 0. 0. 0.]
7360,C1=CCCC=CCC1,[0. 0. 0. ... 0. 0. 0.]
7361,c1ccc(C2CCCCC2)cc1,[0. 0. 1. ... 0. 0. 0.]
7362,C1CCc2[nH]nnc2C1,[0. 0. 0. ... 0. 0. 0.]
7363,c1cnc2c(c1)CCCC2,[0. 0. 0. ... 0. 0. 0.]
7364,c1ccc2sc(SSN3CCOCC3)nc2c1,[0. 0. 0. ... 0. 0. 0.]
7365,c1ccc(C2=NCCN2)cc1,[0. 0. 0. ... 0. 0. 0.]
7366,c1cc2c3c(cccc3c1)CC2,[0. 0. 0. ... 0. 0. 0.]
7367,C1N2CN3CN1CN(C2)C3,[0. 0. 0. ... 0. 0. 0.]
7368,c1ccc2c(c1)Cc1ccccc1-2,[0. 0. 0. ... 0. 0. 0.]
7369,C=C,[0. 0. 0. ... 0. 0. 0.]
7370,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,[0. 0. 0. ... 0. 0. 0.]
7371,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,[0. 0. 0. ... 0. 0. 0.]
7372,C=CC(=O)OCc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7373,C=CCCC(=O)Oc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7374,C=CCCC1CO1,[0. 0. 0. ... 0. 0. 0.]
7375,C=CCCCCCC=O,[0. 0. 0. ... 0. 0. 0.]
7376,C=CCOC(=O)C1CCCCC1C(=O)OCC=C,[0. 0. 0. ... 0. 0. 0.]
7377,C=CN1CCN(C=C)C1=O,[0. 0. 0. ... 0. 0. 0.]
7378,C=COC1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
7379,C=COCCCCOC=C,[0. 0. 0. ... 0. 0. 0.]
7380,C=Cn1c2ccccc2c2ccccc21,[0. 0. 0. ... 0. 0. 0.]
7381,C=C(C)C(=O)OC(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
7382,C=C(C)C(=O)OC1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
7383,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,[0. 1. 0. ... 0. 0. 0.]
7384,C=C(C)C(=O)OCC(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
7385,C=C(C)C(=O)OCC1CCC2OC2C1,[0. 0. 0. ... 0. 0. 0.]
7386,C=C(C)C(=O)OCC1COC(C)(C)O1,[0. 0. 0. ... 0. 0. 0.]
7387,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,[0. 0. 0. ... 0. 0. 0.]
7388,C=C(C)C(=O)OCCN1CCNC1=O,[0. 0. 0. ... 0. 0. 0.]
7389,C=C(C)C(=O)OCCN1CCOC1,[0. 0. 0. ... 0. 0. 0.]
7390,C=C(C)C(=O)OCCNC(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
7391,C=C(C)C(=O)OCCOC(=O)c1c(CC(O)CCl)cccc1C(=O)O,[0. 1. 0. ... 0. 0. 0.]
7392,C=C(C)C(=O)OCc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7393,C=C(C)C(=O)Oc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7394,C=CC(=C)C,[0. 0. 0. ... 0. 0. 0.]
7395,C=C(C)CC(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
7396,C=C(C)c1ccc(O)cc1,[0. 0. 0. ... 0. 0. 0.]
7397,CC(=O)C1CC2C=CC1C2,[0. 0. 0. ... 0. 0. 0.]
7398,CC(=O)CC(C)(C)C1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
7399,CC(=O)CC(C)(C)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7400,CC(=O)NC(CC(=O)O)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
7401,CC(=O)Nc1ccc(N)c(S(=O)(=O)O)c1,[0. 0. 0. ... 0. 0. 0.]
7402,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,[0. 0. 0. ... 0. 0. 0.]
7403,C=C(OC(C)=O)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7404,CC(=O)OC1C2(C)CCC(C2)C1(C)C,[0. 0. 0. ... 0. 0. 0.]
7405,CC(=O)OC1CC2CC1C1CCCC21,[0. 0. 0. ... 0. 0. 0.]
7406,CC(=O)OC1CCC2CCCCC2C1,[0. 0. 0. ... 0. 0. 1.]
7407,C=C(COC(C)=O)COC(C)=O,[0. 0. 0. ... 0. 0. 0.]
7408,CC(=O)Oc1ccc([N+](=O)[O-])cc1,[0. 0. 0. ... 0. 0. 0.]
7409,CC(=O)Oc1ccccc1[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
7410,CC(=O)c1cc(Cl)sc1Cl,[0. 0. 0. ... 0. 0. 0.]
7411,CC(=O)c1cc2ccccc2o1,[0. 0. 0. ... 0. 0. 0.]
7412,CC(=O)c1cc2ccccc2s1,[0. 0. 0. ... 0. 0. 0.]
7413,CC(=O)c1ccc(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
7414,CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
7415,CC(=O)c1ccc(C#N)cc1,[0. 0. 0. ... 0. 0. 0.]
7416,CC(=O)c1ccc2ccccc2c1,[0. 0. 0. ... 0. 0. 0.]
7417,CC(=O)c1cccc(C(F)(F)F)c1,[0. 0. 0. ... 0. 0. 0.]
7418,CC(C#N)c1cccc(C(=O)c2ccccc2)c1,[0. 1. 0. ... 0. 0. 0.]
7419,CC(C)(C)C(=O)OCCc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7420,C=CC(=O)OC1CCC(C(C)(C)C)CC1,[0. 0. 0. ... 0. 0. 0.]
7421,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,[0. 0. 0. ... 0. 0. 0.]
7422,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,[0. 0. 0. ... 0. 0. 0.]
7423,CC(C)(C)N(CC(=O)c1ccc(O)c(CO)c1)Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7424,C=CC(=O)OC(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
7425,CC(C)(C)OC(=O)NC(C(=O)O)C12CC3CC(CC(O)(C3)C1)C2,[0. 1. 0. ... 0. 0. 0.]
7426,CC(C)(C)OC=O,[0. 0. 0. ... 0. 0. 0.]
7427,CC(C)(C)OOC(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
7428,CC(C)(C)c1cc(C(=O)O)c(O)c(C(C)(C)C)c1,[0. 0. 0. ... 0. 0. 0.]
7429,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,[0. 0. 0. ... 0. 0. 0.]
7430,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,[0. 0. 0. ... 0. 0. 0.]
7431,CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7432,C=CC(=O)OCCCOCC(C)(C)COCCCOC(=O)C=C,[0. 0. 0. ... 0. 0. 0.]
7433,CC(C)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
7434,C=CCOC(=O)C(C)(C)OC(=O)c1cc(N)ccc1Cl,[0. 0. 0. ... 0. 0. 0.]
7435,C=CCOC(=O)C(C)(C)OC(=O)c1cc([N+](=O)[O-])ccc1Cl,[0. 0. 0. ... 0. 0. 0.]
7436,C=CCc1cc(C(C)(C)c2ccc(O)c(CC=C)c2)ccc1O,[0. 0. 0. ... 0. 0. 0.]
7437,CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1,[0. 0. 0. ... 0. 0. 0.]
7438,CC(C)(c1ccccc1)c1ccc(O)cc1,[0. 0. 0. ... 0. 0. 0.]
7439,C=CC(=C)CCC=C(C)C,[0. 0. 0. ... 0. 0. 0.]
7440,CC(C)=CCCC(C)(O)C1CC=C(C)CC1,[0. 0. 0. ... 0. 0. 0.]
7441,C=CC(C)(CCC=C(C)C)OC=O,[0. 0. 0. ... 0. 0. 0.]
7442,C=CC(C)(O)CCC=C(C)CCC=C(C)C,[0. 0. 0. ... 0. 0. 0.]
7443,CC(C)=CCCC(C)=CCCC=O,[0. 0. 0. ... 0. 0. 0.]
7444,CC(C)=CCCC(C)=CCOC=O,[0. 0. 0. ... 0. 0. 0.]
7445,CC(C)Br,[0. 1. 0. ... 0. 0. 0.]
7446,CC(C)C(=O)Nc1nc(-c2ccc(O)cc2O)cs1,[0. 1. 0. ... 0. 0. 0.]
7447,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,[0. 1. 0. ... 0. 0. 0.]
7448,CC(C)C(=O)OCCOc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7449,CC(C)C(=O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7450,CC1CCC(C(C)C)C2(C1)OCC(CO)O2,[0. 1. 0. ... 0. 0. 0.]
7451,CC1CCC(C(C)C)C(C(=O)NCCc2ccccn2)C1,[0. 1. 0. ... 0. 0. 0.]
7452,CC1CCC(C(C)C)C(OC(=O)C2CCC(=O)N2)C1,[0. 1. 0. ... 0. 0. 0.]
7453,CC1CCC(C(C)C)C(OC(=O)OCCO)C1,[0. 1. 0. ... 0. 0. 0.]
7454,CC1CCC(C(C)C)C(OCC(O)CO)C1,[0. 1. 0. ... 0. 0. 0.]
7455,CC(C)C1OCCN1CCO,[0. 1. 0. ... 0. 0. 0.]
7456,CC(C)CC(C)(O)CCC(C)(O)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
7457,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,[0. 1. 0. ... 0. 0. 0.]
7458,CC(CC(C)C)=NNC(=O)c1cc2ccccc2cc1O,[0. 1. 0. ... 0. 0. 0.]
7459,CC(C)CC1(C)OCC(CO)O1,[0. 1. 0. ... 0. 0. 0.]
7460,CC(C)CC1CC(C)CCO1,[0. 1. 0. ... 0. 0. 0.]
7461,CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C,[0. 1. 0. ... 0. 0. 0.]
7462,CC(C)CCC(C)C(C)O,[0. 1. 0. ... 0. 0. 0.]
7463,CC(C)CCC1CCC(O)CC1,[0. 1. 0. ... 0. 0. 0.]
7464,C=CC(C)(O)CCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
7465,C#CC(C)(O)CCCC(C)CCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
7466,CC(C)CCCCCCCCCCOCCCN,[0. 1. 0. ... 0. 0. 0.]
7467,CC(C)CCCCCO,[0. 1. 0. ... 0. 0. 0.]
7468,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
7469,CC(C)CCN,[0. 1. 0. ... 0. 0. 0.]
7470,CC(C)CCOC(=O)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
7471,CC(C)CCOC(=O)Cc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7472,CC(C)CCOC(=S)S,[0. 1. 0. ... 0. 0. 0.]
7473,CC(C)CN(CC(O)C(N)Cc1ccccc1)S(=O)(=O)c1ccc(N)cc1,[0. 1. 0. ... 0. 0. 0.]
7474,CC(C)CNCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C,[0. 1. 0. ... 0. 0. 0.]
7475,C=C(C)C(=O)OCC(C)C,[0. 1. 0. ... 0. 0. 0.]
7476,CC(C)COC(=O)Cc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7477,CC(C)COC(=O)c1ccc(O)cc1,[0. 1. 0. ... 0. 0. 0.]
7478,CC(C)COP(=S)(S)OCC(C)C,[0. 1. 0. ... 0. 0. 0.]
7479,Cc1cc(CC(C)C)ccc1CCC=O,[0. 1. 0. ... 0. 0. 0.]
7480,CC(=O)c1ccc(CC(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
7481,CC(C)Cc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7482,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,[0. 1. 0. ... 0. 0. 0.]
7483,CC(C)N(CCN)C(C)C,[0. 1. 0. ... 0. 0. 0.]
7484,CC(C)N=C=S,[0. 1. 0. ... 0. 0. 0.]
7485,CC(C)NCc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7486,CC(C)OC(=O)C(C)(C)Br,[0. 1. 0. ... 0. 0. 0.]
7487,CC(C)OC(=O)C(F)(F)F,[0. 1. 0. ... 0. 0. 0.]
7488,CC(C)OC(=O)N=NC(=O)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
7489,CC(C)OC(=O)c1ccc(O)cc1,[0. 1. 0. ... 0. 0. 0.]
7490,CC(C)OCCCN,[0. 1. 0. ... 0. 0. 0.]
7491,CC(C)OCCOC(=O)c1ccccc1O,[0. 1. 0. ... 0. 0. 0.]
7492,CC(C)S,[0. 1. 0. ... 0. 0. 0.]
7493,CC(C)Sc1ncccc1OCC(F)(F)F,[0. 1. 0. ... 0. 0. 0.]
7494,CC(C)c1ccc(CCC=O)cc1,[0. 1. 0. ... 0. 0. 0.]
7495,CC(C)c1ccc(N)cc1,[0. 1. 0. ... 0. 0. 0.]
7496,CC(C)c1ccc2c(c1)OCC(=O)CO2,[0. 1. 0. ... 0. 0. 0.]
7497,CC(C)c1cccc(C(C)CC=O)c1,[0. 1. 0. ... 0. 0. 0.]
7498,CC(=O)OC(C)CC(C)(C)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7499,CC(CC(=O)O)CC(C)(C)C,[1. 1. 0. ... 0. 0. 0.]
7500,CC1=CCC(C(C)CC2CCCC2=O)CC1,[0. 1. 0. ... 0. 0. 0.]
7501,CC(CC=O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7502,CC(C)=CCCC(C)=CCCC(C)CC=O,[0. 1. 0. ... 0. 0. 0.]
7503,C=CC(C)CCC=C(C)CCC=O,[0. 1. 0. ... 0. 0. 0.]
7504,CC(=Cc1ccc(C)cc1)CCC=O,[0. 0. 0. ... 0. 0. 0.]
7505,CC(CC=O)CCCC(C)(C)O,[0. 1. 0. ... 0. 0. 0.]
7506,C=CC(C)CCCC(C)(C)OC(C)=O,[0. 1. 0. ... 0. 0. 0.]
7507,C=CC(C)CCCC(C)(C)OC=O,[0. 1. 0. ... 0. 0. 0.]
7508,CC(CCN)CC(C)(C)CN,[0. 1. 0. ... 0. 0. 0.]
7509,CC(CCO)CC(C)(C)C,[0. 1. 0. ... 0. 0. 0.]
7510,CC(=Cc1ccc(C)cc1)CO,[0. 0. 0. ... 0. 0. 0.]
7511,CC(CO)CC(C)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7512,CC1=CCC(CCC(C)CO)C1(C)C,[0. 1. 0. ... 0. 0. 0.]
7513,CC(CO)CCCC1CCCCC1,[0. 1. 1. ... 0. 0. 0.]
7514,CC(CO)COC1CC2CCC1(C)C2(C)C,[0. 1. 0. ... 0. 0. 0.]
7515,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7516,CC(C=O)Cc1ccc2c(c1)OCO2,[0. 1. 0. ... 0. 0. 0.]
7517,C=CC(C)(C#N)Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7518,CC(N)=CC#N,[0. 0. 0. ... 0. 0. 0.]
7519,CC1=CC(=O)C(=C(C)O)C(=O)O1,[0. 0. 0. ... 0. 0. 0.]
7520,CC(O)C(C)Cc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7521,CC(O)CC(C)(C)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7522,CC(O)CCC1CCCCC1,[0. 1. 1. ... 0. 0. 0.]
7523,Cc1ccc(N(CC(C)O)CC(C)O)cc1,[0. 1. 0. ... 0. 0. 0.]
7524,CC(O)CN(CCCN(C)C)CC(C)O,[0. 1. 0. ... 0. 0. 0.]
7525,CC(O)CN(CCCN(C)C)CCCN(C)C,[0. 1. 0. ... 0. 0. 0.]
7526,CC(O)COC(=O)OC1CC(C)CCC1C(C)C,[0. 1. 0. ... 0. 0. 0.]
7527,CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1,[0. 1. 0. ... 0. 0. 0.]
7528,CC(O)Cn1ccnc1,[0. 1. 0. ... 0. 0. 0.]
7529,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,[0. 0. 0. ... 0. 0. 0.]
7530,Cc1ccc(C)c(C(C)c2ccccc2)c1,[0. 1. 0. ... 0. 0. 0.]
7531,CC(c1ccccc1)c1ccc(O)cc1O,[0. 1. 0. ... 0. 0. 0.]
7532,CC1(C)C2CC=C(CCC=O)C1C2,[0. 0. 0. ... 0. 0. 0.]
7533,CC12CCC(C1)C(C)(C)C2O,[0. 0. 0. ... 0. 0. 0.]
7534,C=C1C2CCC(C2)C1(C)C,[0. 0. 0. ... 0. 0. 0.]
7535,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,[0. 0. 0. ... 0. 0. 0.]
7536,CC1(C)CC(O)CC(C)(C)N1,[0. 0. 0. ... 0. 0. 0.]
7537,CC1(C)CC(O)CC(C)(C)N1[O],[0. 0. 0. ... 0. 0. 0.]
7538,CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O,[0. 0. 1. ... 0. 0. 1.]
7539,CC1(C)CCC(C)(C)O1,[0. 0. 0. ... 0. 0. 0.]
7540,C=CCCC(=O)C1=CCCC(C)(C)C1,[0. 0. 0. ... 0. 0. 0.]
7541,C=CC1(C)CCCC(C)(C)O1,[0. 0. 0. ... 0. 0. 0.]
7542,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,[0. 0. 0. ... 0. 0. 0.]
7543,CC1(CO)CC1CC1CC2CC2(C)C1(C)C,[0. 0. 0. ... 0. 0. 0.]
7544,CC12CCCC(C)(CC1)C2=NO,[0. 0. 0. ... 0. 0. 0.]
7545,CC12CCC3C4=C(CCC3C1CCC2=O)CC(=O)CC4,[0. 0. 0. ... 0. 0. 0.]
7546,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,[0. 0. 0. ... 0. 0. 0.]
7547,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,[0. 0. 0. ... 0. 0. 0.]
7548,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O,[0. 0. 0. ... 0. 0. 0.]
7549,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,[0. 0. 0. ... 0. 0. 0.]
7550,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,[0. 0. 0. ... 0. 0. 0.]
7551,CC12CCC3C(CCC4CC5OC5CC43C)C1CC(N1CCCC1)C2=O,[0. 0. 0. ... 0. 0. 0.]
7552,CC1=CC(=O)c2ccccc2C1=O,[0. 1. 0. ... 0. 0. 0.]
7553,CC1=CCC(CC#N)C1(C)C,[0. 0. 0. ... 0. 0. 0.]
7554,CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=N)C1,[0. 0. 0. ... 0. 0. 0.]
7555,CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,[0. 0. 0. ... 0. 0. 0.]
7556,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,[0. 0. 0. ... 0. 0. 0.]
7557,CC1C(C)(C)C2CCc3cncnc3C2C1(C)C,[0. 0. 0. ... 0. 0. 0.]
7558,CC(=O)OCC1CCC(C)=CC1C,[0. 0. 0. ... 0. 0. 0.]
7559,CC1CC(=O)C=C2CCC3C4CCC(O)C4(C)CCC3C21C,[0. 0. 0. ... 0. 0. 0.]
7560,CC1CC(C)(c2ccccc2)CO1,[0. 0. 0. ... 0. 0. 0.]
7561,CC1=CC(C)C(C=O)C(C)C1,[0. 0. 0. ... 0. 0. 0.]
7562,CC1CC(CC2CC(C)C(N)C(C)C2)CC(C)C1N,[0. 0. 0. ... 0. 0. 0.]
7563,CC1CC(CC2CCC(N)C(C)C2)CCC1N,[0. 0. 0. ... 0. 0. 0.]
7564,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,[0. 0. 0. ... 0. 0. 0.]
7565,CC1CC=CCCCCCCCCC(=O)C1,[0. 0. 1. ... 0. 0. 0.]
7566,CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,[0. 0. 0. ... 0. 0. 0.]
7567,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,[0. 0. 0. ... 0. 0. 0.]
7568,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,[0. 0. 0. ... 0. 0. 0.]
7569,CC1CCC2C(=O)OC(=O)C2C1,[0. 0. 0. ... 0. 0. 0.]
7570,CC1CCOC(c2ccccc2)C1,[0. 0. 0. ... 0. 0. 0.]
7571,CC1COc2ccccc2N1C(=O)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
7572,CC1=C(O)C(=O)C(C)O1,[0. 0. 0. ... 0. 0. 0.]
7573,CC1OCC(c2ccccc2)O1,[0. 0. 0. ... 0. 0. 0.]
7574,CC=CC(=O)C1C(C)C=CCC1(C)C,[0. 0. 0. ... 0. 0. 0.]
7575,CC=CC(=O)C1CCC(C)(C)C=C1C,[0. 0. 0. ... 0. 0. 0.]
7576,CC=CC(C)(O)CCC=C(C)C,[0. 0. 0. ... 0. 0. 0.]
7577,CC=NO,[0. 0. 0. ... 0. 0. 0.]
7578,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,[0. 0. 0. ... 0. 0. 0.]
